SKU,Week,Promo Depth %,Traffic,Conversion %,AOV,Base Price,Unit Cost,Units Sold,,,,,
JNE3445,3,0.20,511,0.18,436.69,459.00,186.52,92,,,,,
JNE3446,3,0.14,"7,200",0.01,344.48,299.00,163.27,72,,,,,
JNE3447,3,0.04,600,0.14,314.28,295.00,121.40,84,,,,,
JNE3449,3,0.28,"1,314",0.07,241.96,316.83,159.08,92,,,,,
JNE3451,3,0.05,650,0.14,402.47,377.74,200.17,91,,,,,
JNE3452,3,0.00,"1,243",0.07,340.22,291.00,125.58,87,,,,,
JNE3454,3,0.04,333,0.21,494.23,419.00,185.65,70,,,,,
JNE3457,3,0.06,170,0.61,392.29,329.83,132.20,104,,,,,
JNE3458,3,0.05,"1,560",0.05,518.81,399.00,169.59,78,,,,,
JNE3459,3,0.10,267,0.39,488.68,442.00,173.58,104,,,,,
JNE3461,3,0.20,250,0.34,353.04,360.12,148.88,85,,,,,
JNE3463,3,0.11,"1,700",0.04,542.67,571.14,286.74,68,,,,,
JNE3465,3,0.01,"2,567",0.03,525.03,499.27,259.54,77,,,,,
JNE3466,3,0.08,488,0.16,734.68,642.50,271.39,78,,,,,
JNE3467,3,0.15,"1,414",0.07,370.27,362.00,166.05,99,,,,,
JNE3468,3,0.02,400,0.21,468.58,355.84,146.90,84,,,,,
JNE3470,3,0.27,149,0.55,265.69,329.00,125.55,82,,,,,
JNE3471,3,0.05,493,0.14,296.71,295.00,141.56,69,,,,,
JNE3473,3,0.25,777,0.13,436.72,482.36,201.63,101,,,,,
JNE3474,3,0.27,970,0.10,402.83,487.00,239.63,97,,,,,
JNE3476,3,0.12,"2,433",0.03,339.15,361.08,145.90,73,,,,,
JNE3477,3,0.24,"1,300",0.07,479.52,484.00,217.41,91,,,,,
JNE3479,3,0.13,"3,300",0.03,218.13,230.22,109.83,99,,,,,
JNE3480,3,0.01,"1,760",0.00,311.32,249.00,129.31,88,,,,,
JNE3481,3,0.08,507,0.15,286.31,271.00,114.46,76,,,,,
JNE3482,3,0.08,515,0.13,319.80,312.95,131.98,67,,,,,
JNE3484,3,0.11,158,0.45,310.57,295.00,157.08,71,,,,,
JNE3486,3,0.18,833,0.09,544.42,499.00,225.24,75,,,,,
JNE3487,3,0.29,"7,900",0.01,305.14,362.00,143.56,79,,,,,
JNE3488,3,0.17,"1,320",0.05,323.57,296.97,137.82,66,,,,,
JNE3489,3,0.03,"2,300",0.03,516.76,487.00,192.06,69,,,,,
JNE3491,3,0.06,425,0.20,433.19,349.00,142.92,85,,,,,
JNE3500,3,0.23,"1,217",0.06,259.82,297.83,147.60,73,,,,,
JNE3501,3,0.18,"1,171",0.07,442.22,419.00,166.66,82,,,,,
JNE3504,3,0.04,"1,214",0.07,580.95,484.89,265.80,85,,,,,
JNE3506,3,0.12,544,0.18,763.23,630.68,249.80,98,,,,,
JNE3507,3,0.19,543,0.14,260.24,271.00,144.84,76,,,,,
JNE3510,3,0.13,255,0.31,396.43,424.61,226.94,79,,,,,
JNE3515,3,0.02,"2,525",0.04,475.33,459.00,227.53,101,,,,,
JNE3516,3,0.02,150,0.48,475.17,362.00,140.63,72,,,,,
JNE3518,3,0.12,"9,000",0.01,528.70,487.00,189.15,90,,,,,
JNE3522,3,0.14,"5,100",0.02,386.87,340.45,154.06,102,,,,,
JNE3523,3,0.12,"1,280",0.00,374.57,376.00,150.71,64,,,,,
JNE3524,3,0.13,414,0.21,526.60,517.00,228.82,87,,,,,
JNE3528,3,0.15,943,0.07,287.56,319.00,151.13,66,,,,,
JNE3530,3,0.10,612,0.16,395.88,317.25,158.67,98,,,,,
JNE3531,3,0.14,"1,250",0.06,363.23,329.00,162.57,75,,,,,
JNE3534,3,0.24,575,0.12,344.21,329.00,138.87,69,,,,,
JNE3535,3,0.29,58,1.23,340.01,419.00,228.03,71,,,,,
JNE3537,3,0.13,"2,600",0.03,416.78,379.00,157.45,78,,,,,
JNE3539,3,0.22,91,0.80,330.39,329.00,175.85,73,,,,,
JNE3542,3,0.08,670,0.10,351.45,329.00,177.73,67,,,,,
JNE3543,3,0.15,692,0.12,416.66,363.96,166.18,83,,,,,
JNE3544,3,0.02,"1,022",0.09,431.89,319.00,151.51,92,,,,,
JNE3545,3,0.00,573,0.11,432.38,318.00,126.91,63,,,,,
JNE3546,3,0.14,227,0.30,433.97,385.59,189.07,68,,,,,
JNE3547,3,0.09,268,0.31,539.68,517.00,274.06,83,,,,,
JNE3549,3,0.07,500,0.14,351.43,329.00,138.36,70,,,,,
JNE3550,3,0.16,"7,500",0.01,329.76,283.00,125.91,75,,,,,
JNE3553,3,0.09,"1,620",0.05,495.69,517.00,275.46,81,,,,,
JNE3554,3,0.22,657,0.14,524.49,517.00,276.96,92,,,,,
JNE3555,3,0.20,162,0.48,505.38,487.00,210.11,78,,,,,
JNE3557,3,0.02,"2,333",0.03,642.42,517.00,261.01,70,,,,,
JNE3559,3,0.26,"3,350",0.02,503.28,487.00,191.32,67,,,,,
JNE3560,3,0.12,"3,450",0.02,492.47,482.78,259.56,69,,,,,
JNE3562,3,0.11,"1,267",0.06,495.23,476.00,195.30,76,,,,,
JNE3563,3,0.26,29,2.31,379.58,476.00,204.65,67,,,,,
JNE3564,3,0.28,263,0.27,422.51,487.00,261.12,71,,,,,
JNE3565,3,0.20,"2,075",0.04,300.41,329.00,176.21,83,,,,,
JNE3566,3,0.03,825,0.12,475.60,419.00,161.28,99,,,,,
JNE3567,3,0.13,"1,800",0.05,459.97,393.93,150.59,90,,,,,
JNE3568,3,0.17,"1,186",0.07,447.90,391.77,190.55,83,,,,,
JNE3571,3,0.15,636,0.11,461.56,487.00,200.56,70,,,,,
JNE3573,3,0.30,811,0.09,313.44,379.35,147.56,73,,,,,
JNE3574,3,0.11,"1,980",0.00,390.38,319.00,121.98,99,,,,,
JNE3575,3,0.00,118,0.56,473.66,442.00,186.49,66,,,,,
JNE3576,3,0.15,350,0.22,448.03,487.00,236.70,77,,,,,
JNE3578,3,0.03,731,0.13,657.15,612.00,255.75,95,,,,,
JNE3579,3,0.11,444,0.18,295.76,264.10,120.18,80,,,,,
JNE3581,3,0.08,142,0.48,644.18,635.00,303.46,68,,,,,
JNE3601,3,0.12,"3,050",0.02,560.97,459.00,178.77,61,,,,,
JNE3602,3,0.08,"1,220",0.05,417.30,376.00,148.87,61,,,,,
JNE3603,3,0.11,171,0.38,311.95,286.00,134.24,65,,,,,
JNE3605,3,0.00,303,0.30,553.39,487.00,258.64,91,,,,,
JNE3606,3,0.05,367,0.18,562.04,487.00,227.07,66,,,,,
JNE3607,3,0.06,660,0.10,567.45,471.00,258.14,66,,,,,
JNE3608,3,0.26,564,0.11,351.70,362.00,170.26,62,,,,,
JNE3609,3,0.27,508,0.13,541.39,564.47,305.06,66,,,,,
JNE3610,3,0.21,320,0.30,287.88,291.00,154.17,96,,,,,
JNE3611,3,0.19,"1,460",0.05,506.64,457.71,242.60,73,,,,,
JNE3612,3,0.13,562,0.13,426.42,366.85,161.28,73,,,,,
JNE3613,3,0.13,609,0.11,456.46,399.00,168.85,67,,,,,
JNE3614,3,0.11,"1,183",0.06,436.89,459.00,206.93,71,,,,,
JNE3615,3,0.21,"6,000",0.01,248.59,299.00,115.54,60,,,,,
JNE3616,3,0.24,943,0.07,272.59,319.00,155.12,66,,,,,
JNE3617,3,0.04,480,0.15,276.04,224.25,112.45,72,,,,,
JNE3618,3,0.24,"1,575",0.04,337.76,372.23,149.76,63,,,,,
JNE3619,3,0.08,"1,183",0.06,348.39,318.00,162.81,71,,,,,
JNE3620,3,0.13,"4,250",0.02,388.13,328.13,126.74,85,,,,,
JNE3621,3,0.24,200,0.46,471.48,455.00,249.31,92,,,,,
JNE3622,3,0.07,99,0.80,468.26,368.00,141.72,79,,,,,
JNE3623,3,0.22,980,0.25,327.50,362.00,196.44,245,,,,,
JNE3624,3,0.07,"4,000",0.02,585.10,487.00,194.07,80,,,,,
JNE3627,3,0.23,"1,300",0.06,278.16,315.48,120.26,78,,,,,
JNE3628,3,0.04,613,0.15,522.09,487.00,261.74,92,,,,,
JNE3629,3,0.01,"1,600",0.05,580.43,526.00,239.77,80,,,,,
JNE3630,3,0.15,"1,580",0.05,461.16,463.81,178.67,79,,,,,
JNE3633,3,0.01,"1,480",0.00,540.32,454.63,209.62,74,,,,,
JNE3634,3,0.13,700,0.11,602.51,516.50,228.81,77,,,,,
JNE3635,3,0.09,69,1.29,342.82,345.00,148.94,89,,,,,
JNE3636,3,0.20,"1,850",0.04,480.01,459.00,216.98,74,,,,,
JNE3637,3,0.27,856,0.09,395.50,438.33,194.32,77,,,,,
JNE3638,3,0.17,756,0.09,493.81,517.00,232.99,68,,,,,
JNE3639,3,0.30,133,0.55,420.06,490.88,194.78,73,,,,,
JNE3640,3,0.24,"1,280",0.05,440.57,501.91,272.17,64,,,,,
JNE3641,3,0.13,517,0.12,393.11,359.00,180.30,62,,,,,
JNE3643,3,0.09,800,0.09,283.26,259.00,103.25,72,,,,,
JNE3645,3,0.11,"3,350",0.02,426.30,432.47,192.27,67,,,,,
JNE3647,3,0.23,"1,243",0.07,276.33,329.00,165.44,87,,,,,
JNE3648,3,0.22,"1,067",0.06,501.55,518.00,268.33,64,,,,,
JNE3649,3,0.23,"1,800",0.04,396.49,377.00,199.05,72,,,,,
JNE3651,3,0.22,700,0.10,698.06,764.67,360.29,70,,,,,
JNE3652,3,0.04,440,0.15,382.87,305.25,149.55,66,,,,,
JNE3653,3,0.03,316,0.25,445.92,359.00,161.83,79,,,,,
JNE3654,3,0.29,"6,700",0.01,375.09,383.93,206.09,67,,,,,
JNE3655,3,0.17,986,0.07,322.68,290.70,111.73,69,,,,,
JNE3656,3,0.18,467,0.18,530.23,518.00,198.05,84,,,,,
JNE3657,3,0.16,"7,600",0.01,353.73,329.00,141.90,76,,,,,
JNE3658,3,0.17,733,0.09,406.56,359.00,164.73,66,,,,,
JNE3659,3,0.02,130,0.66,574.86,493.00,245.21,86,,,,,
JNE3660,3,0.12,"1,580",0.00,267.09,260.67,107.30,79,,,,,
JNE3662,3,0.01,755,0.11,416.26,399.00,208.42,83,,,,,
JNE3665,3,0.22,615,0.13,515.01,493.00,202.21,80,,,,,
JNE3666,3,0.04,"3,350",0.02,381.86,299.00,116.17,67,,,,,
JNE3667,3,0.13,730,0.10,311.01,329.00,140.36,73,,,,,
JNE3668,3,0.04,"1,162",0.08,622.54,518.00,230.88,93,,,,,
JNE3669,3,0.20,217,0.36,606.20,625.00,299.31,78,,,,,
JNE3670,3,0.08,"9,100",0.01,396.45,394.78,154.53,91,,,,,
JNE3671,3,0.12,573,0.11,703.73,574.00,231.19,63,,,,,
JNE3672,3,0.09,"1,900",0.05,580.71,567.17,307.58,95,,,,,
JNE3673,3,0.19,304,0.27,520.87,599.00,326.77,82,,,,,
JNE3674,3,0.29,527,0.15,683.69,765.33,371.95,79,,,,,
JNE3675,3,0.04,930,0.10,680.59,541.76,223.32,93,,,,,
JNE3676,3,0.19,573,0.15,330.98,385.00,147.13,86,,,,,
JNE3680,3,0.11,580,0.10,654.18,574.00,278.53,58,,,,,
JNE3684,3,0.12,700,0.11,347.05,319.00,122.85,77,,,,,
JNE3686,3,0.08,"1,183",0.06,432.68,433.00,176.16,71,,,,,
JNE3687,3,0.28,329,0.28,425.34,532.03,216.79,92,,,,,
JNE3688,3,0.02,264,0.28,733.07,599.00,281.72,74,,,,,
JNE3689,3,0.25,"6,200",0.01,373.29,431.40,206.85,62,,,,,
JNE3690,3,0.17,"1,257",0.07,568.12,496.58,250.04,88,,,,,
JNE3691,3,0.01,"6,600",0.01,844.64,638.33,344.97,66,,,,,
JNE3693,3,0.19,"1,100",0.06,360.26,319.00,128.56,66,,,,,
JNE3694,3,0.11,850,0.08,299.54,295.00,119.90,68,,,,,
JNE3697,3,0.05,"6,000",0.01,599.90,454.49,172.73,60,,,,,
JNE3698,3,0.26,480,0.15,432.79,487.00,185.34,72,,,,,
JNE3700,3,0.23,900,0.10,269.74,299.00,136.22,90,,,,,
JNE3701,3,0.21,381,0.21,336.53,399.00,167.29,80,,,,,
JNE3702,3,0.24,469,0.16,276.77,340.84,132.72,75,,,,,
JNE3703,3,0.21,191,0.33,319.71,313.18,127.01,63,,,,,
JNE3704,3,0.23,93,0.82,450.24,483.14,245.41,76,,,,,
JNE3706,3,0.09,73,0.94,424.42,413.00,195.52,69,,,,,
JNE3707,3,0.04,889,0.09,602.29,496.00,261.91,80,,,,,
JNE3708,3,0.21,153,0.38,617.91,687.01,266.43,58,,,,,
JNE3709,3,0.02,"2,267",0.03,"1,022.20",833.00,372.31,68,,,,,
JNE3710,3,0.29,114,0.59,575.99,690.00,352.68,67,,,,,
JNE3712,3,0.25,"2,167",0.03,519.91,518.00,225.75,65,,,,,
JNE3713,3,0.22,"1,260",0.05,374.45,359.00,159.73,63,,,,,
JNE3714,3,0.18,412,0.16,458.08,459.00,224.50,66,,,,,
JNE3715,3,0.22,800,0.07,257.51,281.50,149.39,56,,,,,
JNE3716,3,0.11,"1,240",0.05,376.13,359.10,156.51,62,,,,,
JNE3717,3,0.21,978,0.09,285.17,271.00,125.08,88,,,,,
JNE3718,3,0.14,194,0.35,409.88,409.15,171.31,68,,,,,
JNE3719,3,0.22,"1,120",0.05,349.55,399.00,184.17,56,,,,,
JNE3720,3,0.22,"3,050",0.02,428.46,508.79,206.13,61,,,,,
JNE3721,3,0.28,296,0.26,284.93,326.15,148.78,77,,,,,
JNE3722,3,0.10,213,0.30,304.20,277.33,126.09,64,,,,,
JNE3724,3,0.24,"1,167",0.06,506.78,496.03,198.89,70,,,,,
JNE3725,3,0.08,670,0.10,458.46,442.00,212.78,67,,,,,
JNE3726,3,0.26,725,0.12,241.69,276.00,145.51,87,,,,,
JNE3727,3,0.17,625,0.12,607.38,549.00,299.26,75,,,,,
JNE3728,3,0.28,833,0.09,317.01,329.00,138.72,75,,,,,
JNE3729,3,0.16,179,0.43,346.29,348.00,154.70,77,,,,,
JNE3730,3,0.10,683,0.12,323.58,296.97,147.22,82,,,,,
JNE3733,3,0.23,573,0.11,488.74,549.00,224.59,63,,,,,
JNE3735,3,0.17,"3,800",0.02,451.48,395.20,203.05,76,,,,,
JNE3738,3,0.01,967,0.06,490.09,453.54,238.93,58,,,,,
JNE3739,3,0.30,237,0.27,442.37,459.00,251.32,64,,,,,
JNE3740,3,0.03,"3,800",0.02,398.96,319.00,156.44,76,,,,,
JNE3741,3,0.10,"1,900",0.04,480.58,432.00,194.28,76,,,,,
JNE3742,3,0.26,16,3.55,336.63,428.57,207.14,58,,,,,
JNE3743,3,0.13,"3,100",0.02,348.19,329.00,156.48,62,,,,,
JNE3744,3,0.14,197,0.33,664.53,647.86,256.74,65,,,,,
JNE3745,3,0.13,"1,700",0.00,304.18,316.00,155.09,85,,,,,
JNE3749,3,0.28,44,1.30,403.64,438.06,182.58,57,,,,,
JNE3751,3,0.16,458,0.12,429.65,368.00,177.59,55,,,,,
JNE3752,3,0.01,925,0.08,446.82,362.00,160.82,74,,,,,
JNE3753,3,0.15,169,0.39,551.46,499.00,201.30,66,,,,,
JNE3756,3,0.26,"1,560",0.00,387.03,487.00,189.24,78,,,,,
JNE3757,3,0.09,957,0.07,530.11,487.00,255.67,67,,,,,
JNE3758,3,0.28,"7,300",0.01,280.36,357.00,140.12,73,,,,,
JNE3759,3,0.29,"1,200",0.05,586.07,652.80,304.43,60,,,,,
JNE3760,3,0.02,800,0.10,578.03,427.89,216.55,80,,,,,
JNE3761,3,0.24,978,0.09,283.44,291.00,137.34,88,,,,,
JNE3762,3,0.21,"2,900",0.03,279.89,329.00,126.14,87,,,,,
JNE3763,3,0.27,102,0.84,370.27,432.00,201.42,86,,,,,
JNE3764,3,0.19,508,0.13,487.89,484.68,239.49,66,,,,,
JNE3766,3,0.08,407,0.14,553.06,504.69,256.98,57,,,,,
JNE3767,3,0.04,"1,640",0.00,627.31,487.00,261.57,82,,,,,
JNE3769,3,0.04,"4,300",0.02,624.20,487.00,257.25,86,,,,,
JNE3770,3,0.25,922,0.09,409.58,432.00,220.71,83,,,,,
JNE3771,3,0.17,"2,233",0.03,423.36,432.00,226.44,67,,,,,
JNE3773,3,0.29,332,0.19,226.51,280.00,147.39,63,,,,,
JNE3774,3,0.28,119,0.67,370.99,474.00,209.06,80,,,,,
JNE3775,3,0.28,515,0.13,244.96,289.74,150.40,67,,,,,
JNE3776,3,0.23,"1,700",0.00,255.51,277.78,136.45,85,,,,,
JNE3777,3,0.27,82,1.00,374.73,399.00,211.27,82,,,,,
JNE3778,3,0.19,375,0.20,476.02,459.00,182.47,75,,,,,
JNE3781,3,0.11,297,0.29,370.62,387.55,169.17,86,,,,,
JNE3782,3,0.22,675,0.12,451.40,487.00,253.58,81,,,,,
JNE3783,3,0.14,633,0.09,466.41,487.00,251.93,57,,,,,
JNE3784,3,0.01,336,0.22,473.88,433.23,235.26,74,,,,,
JNE3785,3,0.05,156,0.36,458.24,360.08,187.71,56,,,,,
JNE3786,3,0.22,517,0.12,305.60,368.00,184.97,62,,,,,
JNE3787,3,0.29,"1,550",0.04,403.94,475.40,247.17,62,,,,,
JNE3788,3,0.04,304,0.25,518.42,487.00,261.48,76,,,,,
JNE3789,3,0.24,570,0.10,395.22,383.00,204.87,57,,,,,
JNE3790,3,0.05,171,0.41,336.36,284.40,150.59,70,,,,,
JNE3791,3,0.21,"2,000",0.03,461.93,517.00,243.85,60,,,,,
JNE3793,3,0.28,"1,143",0.07,324.80,368.00,179.61,80,,,,,
JNE3794,3,0.25,166,0.44,497.88,508.29,236.06,73,,,,,
JNE3795,3,0.08,"1,160",0.00,658.92,517.00,223.67,58,,,,,
JNE3796,3,0.14,400,0.21,330.45,340.89,185.21,84,,,,,
JNE3797,3,0.09,750,0.08,897.37,725.00,300.22,60,,,,,
JNE3798,3,0.16,189,0.37,870.52,752.60,333.60,70,,,,,
JNE3799,3,0.03,190,0.31,746.98,561.80,301.18,59,,,,,
JNE3800,3,0.22,800,0.10,765.19,771.00,309.55,80,,,,,
JNE3801,3,0.22,"1,062",0.08,717.67,724.23,284.95,85,,,,,
JNE3802,3,0.10,115,0.67,470.50,438.89,236.83,77,,,,,
JNE3803,3,0.20,525,0.16,480.34,457.18,229.93,84,,,,,
JNE3804,3,0.00,"1,200",0.07,592.63,479.49,198.00,84,,,,,
JNE3805,3,0.09,"1,000",0.08,533.71,455.67,192.66,80,,,,,
JNE3806,3,0.04,311,0.27,600.17,521.00,270.21,84,,,,,
JNE3807,3,0.24,"1,550",0.04,661.06,666.00,342.60,62,,,,,
JNE3810,3,0.20,"6,700",0.01,745.31,696.00,338.97,67,,,,,
JNE3813,3,0.26,"8,500",0.01,517.48,635.00,296.95,85,,,,,
JNE3816,3,0.02,850,0.08,684.96,521.00,231.79,68,,,,,
JNE3817,3,0.17,"1,333",0.06,487.49,474.00,230.97,80,,,,,
JNE3818,3,0.30,41,1.95,468.63,497.52,234.51,80,,,,,
JNE3819,3,0.18,104,0.73,491.41,499.00,245.62,76,,,,,
JNE3820,3,0.00,"6,400",0.01,590.15,499.00,211.04,64,,,,,
JNE3822,3,0.20,304,0.23,515.48,470.24,238.45,70,,,,,
JNE3825,3,0.12,"1,383",0.06,474.64,474.00,188.56,83,,,,,
JNE3833,3,0.26,365,0.17,506.38,508.60,235.49,62,,,,,
JNE3834,3,0.14,371,0.17,546.37,521.00,239.42,63,,,,,
JNE3835,3,0.11,"1,400",0.05,556.73,508.60,270.46,70,,,,,
JNE3836,3,0.16,128,0.53,617.66,635.00,300.95,68,,,,,
JNE3837,3,0.22,240,0.30,619.40,635.00,291.75,72,,,,,
JNE3838,3,0.24,870,0.10,423.92,479.27,243.84,87,,,,,
JNE3856,3,0.21,270,0.23,559.68,666.00,335.82,62,,,,,
JNE3860,3,0.08,"6,600",0.01,775.44,736.00,357.59,66,,,,,
JNE3861,3,0.12,462,0.13,732.44,791.00,432.35,60,,,,,
JNE3863,3,0.20,"3,150",0.02,639.40,574.00,284.27,63,,,,,
JNE3864,3,0.21,326,0.23,656.82,599.00,307.92,75,,,,,
JNE3865,3,0.08,571,0.14,654.85,599.00,296.10,80,,,,,
JNE3866,3,0.20,"1,500",0.05,927.02,888.00,470.32,75,,,,,
JNE3869,3,0.14,"1,220",0.05,726.11,721.00,287.40,61,,,,,
JNE3870,3,0.22,"1,129",0.07,719.15,717.57,322.25,79,,,,,
JNE3878,3,0.01,829,0.07,642.15,487.00,211.63,58,,,,,
JNE3879,3,0.19,745,0.11,885.05,791.00,328.93,82,,,,,
JNE3880,3,0.20,957,0.07,656.92,690.00,321.03,67,,,,,
JNE3881,3,0.01,"1,014",0.07,"1,081.50",825.00,441.56,71,,,,,
JNE3887,3,0.29,"1,280",0.05,478.83,590.00,265.64,64,,,,,
JNE3894,3,0.23,192,0.38,807.62,751.00,372.80,73,,,,,
JNE3896,3,0.24,"3,550",0.02,659.18,819.00,326.71,71,,,,,
MEN5001,3,0.29,"1,600",0.04,446.84,499.00,237.83,64,,,,,
MEN5002,3,0.09,"3,400",0.02,577.65,495.61,261.83,68,,,,,
MEN5003,3,0.29,150,0.38,409.32,446.62,224.10,57,,,,,
MEN5004,3,0.18,562,0.13,397.35,443.69,216.64,73,,,,,
MEN5005,3,0.07,120,0.60,566.00,441.50,194.35,72,,,,,
MEN5006,3,0.20,"8,200",0.01,423.10,475.00,215.16,82,,,,,
MEN5007,3,0.00,"2,000",0.04,602.28,475.00,232.50,80,,,,,
MEN5008,3,0.01,378,0.18,516.53,462.57,176.84,68,,,,,
MEN5009,3,0.18,112,0.52,407.85,429.69,192.08,58,,,,,
MEN5010,3,0.07,600,0.10,549.48,476.00,242.60,60,,,,,
MEN5011,3,0.26,140,0.52,395.37,446.72,237.97,73,,,,,
MEN5012,3,0.30,388,0.17,377.16,487.12,255.26,66,,,,,
MEN5013,3,0.30,108,0.71,383.97,494.25,251.17,77,,,,,
MEN5014,3,0.21,620,0.10,224.58,237.62,124.20,62,,,,,
MEN5015,3,0.15,"2,433",0.03,528.42,472.74,245.01,73,,,,,
MEN5016,3,0.18,"5,500",0.01,525.06,469.35,235.39,55,,,,,
MEN5017,3,0.29,149,0.37,420.76,549.00,285.77,55,,,,,
MEN5018,3,0.05,246,0.26,281.49,249.50,99.19,64,,,,,
MEN5019,3,0.30,"1,157",0.07,323.67,426.13,228.56,81,,,,,
MEN5020,3,0.13,"1,975",0.04,415.19,452.00,208.30,79,,,,,
MEN5021,3,0.22,507,0.14,530.86,531.05,255.03,71,,,,,
MEN5022,3,0.28,700,0.11,461.11,507.93,194.54,77,,,,,
MEN5023,3,0.19,660,0.10,491.43,548.03,290.98,66,,,,,
MEN5024,3,0.23,"5,400",0.01,409.04,469.35,226.40,54,,,,,
MEN5025,3,0.05,862,0.08,528.25,525.42,202.39,69,,,,,
MEN5026,3,0.12,"2,300",0.03,465.91,394.45,158.91,69,,,,,
MEN5027,3,0.13,182,0.39,574.89,475.00,195.27,71,,,,,
MEN5028,3,0.21,49,1.48,360.51,415.83,210.48,72,,,,,
MEN5029,3,0.17,"3,450",0.02,178.36,190.00,98.98,69,,,,,
MEN5030,3,0.10,670,0.10,550.78,452.00,197.22,67,,,,,
MEN5031,3,0.05,789,0.09,706.51,541.16,212.14,71,,,,,
MEN5032,3,0.12,411,0.18,594.60,564.54,257.06,74,,,,,
NW001,3,0.15,450,0.12,510.96,563.00,254.94,54,,,,,
NW002,3,0.18,"2,567",0.03,413.47,474.00,238.14,77,,,,,
NW003,3,0.17,"1,083",0.06,538.84,519.00,217.56,65,,,,,
NW004,3,0.16,471,0.14,490.05,491.28,254.58,66,,,,,
NW005,3,0.27,"2,700",0.02,463.52,599.00,296.49,54,,,,,
NW006,3,0.02,"2,067",0.03,634.19,516.00,199.97,62,,,,,
NW007,3,0.06,369,0.16,554.80,560.00,267.50,59,,,,,
NW008,3,0.25,767,0.09,578.62,582.00,269.88,69,,,,,
NW009,3,0.18,139,0.38,556.08,586.00,298.15,53,,,,,
NW012,3,0.27,883,0.06,433.52,558.10,296.06,53,,,,,
NW013,3,0.04,339,0.18,598.02,496.00,221.31,61,,,,,
NW014,3,0.01,235,0.31,659.29,560.00,280.52,73,,,,,
NW015,3,0.27,570,0.10,539.87,531.73,239.91,57,,,,,
NW016,3,0.08,"1,100",0.06,632.33,554.07,290.20,66,,,,,
NW020,3,0.27,"3,250",0.02,439.33,525.00,245.81,65,,,,,
NW022,3,0.20,"1,540",0.00,536.20,516.25,237.20,77,,,,,
NW024,3,0.07,788,0.08,616.59,579.03,285.33,63,,,,,
NW027,3,0.29,"3,450",0.02,594.74,613.00,323.14,69,,,,,
NW028,3,0.22,"2,400",0.03,518.69,563.00,303.58,72,,,,,
NW029,3,0.27,900,0.07,368.50,406.29,155.08,63,,,,,
NW030,3,0.04,214,0.29,595.05,580.54,287.48,62,,,,,
NW031,3,0.16,411,0.18,596.18,591.87,244.04,74,,,,,
NW032,3,0.27,811,0.09,506.23,517.00,261.97,73,,,,,
NW033,3,0.15,26,2.85,329.46,291.00,126.34,75,,,,,
NW034,3,0.26,"2,333",0.03,510.17,610.92,257.05,70,,,,,
NW035,3,0.02,"1,525",0.04,552.35,499.17,224.00,61,,,,,
NW036,3,0.12,400,0.16,661.94,563.00,227.14,64,,,,,
NW037,3,0.21,700,0.09,418.25,384.86,180.82,63,,,,,
NW038,3,0.07,"3,250",0.02,532.18,528.20,242.07,65,,,,,
NW039,3,0.04,"1,080",0.00,573.81,495.00,237.59,54,,,,,
PJNE2171,3,0.14,"1,000",0.06,"1,104.03","1,099.00",581.23,60,,,,,
PJNE3405,3,0.04,622,0.09,993.62,764.00,398.87,56,,,,,
SAR 41.00,3,0.03,775,0.08,"1,035.34",989.00,407.85,62,,,,,
SAR 48.00,3,0.14,"1,440",0.00,578.00,598.00,262.29,72,,,,,
SAR 62.00,3,0.09,"1,220",0.05,"1,023.29",856.19,397.73,61,,,,,
SAR 71.00,3,0.30,829,0.07,672.06,899.00,410.26,58,,,,,
SAR 91.00,3,0.23,"1,500",0.05,529.92,563.00,301.32,75,,,,,
SAR 92.00,3,0.14,163,0.35,583.31,563.00,270.56,57,,,,,
SAR 98.00,3,0.18,790,0.10,620.12,648.00,315.34,79,,,,,
SAR 100.00,3,0.16,"1,480",0.00,561.88,563.00,284.79,74,,,,,
SAR 108.00,3,0.00,"1,050",0.08,695.57,563.00,240.41,84,,,,,
SAR 110.00,3,0.18,381,0.16,510.82,563.00,262.19,61,,,,,
SAR 112.00,3,0.27,353,0.15,720.99,790.00,423.62,53,,,,,
SAR 114.00,3,0.20,"8,100",0.01,660.62,620.00,317.79,81,,,,,
SAR 136.00,3,0.25,507,0.15,709.68,719.00,311.94,76,,,,,
SAR 152.00,3,0.11,393,0.15,636.62,648.00,348.01,59,,,,,
SAR 163.00,3,0.14,160,0.43,766.87,809.00,327.88,69,,,,,
SAR 165.00,3,0.05,640,0.10,879.11,809.00,376.85,64,,,,,
SAR 166.00,3,0.22,"1,725",0.04,706.97,770.48,360.82,69,,,,,
SAR 173.00,3,0.28,322,0.18,643.34,749.00,336.52,58,,,,,
SAR 181.00,3,0.16,640,0.10,810.29,749.00,306.94,64,,,,,
SET004,3,0.07,"1,600",0.04,678.56,682.00,270.00,64,,,,,
SET014,3,0.12,86,0.78,695.06,743.64,330.08,67,,,,,
SET034,3,0.13,986,0.07,562.90,545.00,288.92,69,,,,,
SET037,3,0.28,900,0.08,570.19,612.00,238.82,72,,,,,
SET038,3,0.21,113,0.45,507.19,574.41,254.63,51,,,,,
SET043,3,0.13,"5,400",0.01,"1,015.70",916.00,451.65,54,,,,,
SET044,3,0.04,90,0.58,669.00,610.79,321.47,52,,,,,
